"","Provider.ID","Hospital.Name","ZIP.Code","County.Name","Phone.Number","HCAHPS.Measure.ID","HCAHPS.Question","HCAHPS.Answer.Description","HCAHPS.Answer.Percent","Number.of.Completed.Surveys","Survey.Response.Rate.Percent","Footnote","Measure.Start.Date","Measure.End.Date","Location","Location.1"
"846",460047,"ST MARKS HOSPITAL",84124,"SALT LAKE",8.01e+09,"H_CLEAN_HSP_U_P","Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",22,"300 or more",37,NA,"01/01/2013 12:00:00 AM","########","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
"847",460058,"RIVERTON HOSPITAL",84065,"SALT LAKE",8.01e+09,"H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
"848",461307,"HEBER VALLEY MEDICAL CENTER",84032,"WASATCH",4.36e+09,"H_CLEAN_HSP_A_P","Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",70,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
"849",460019,"UINTAH BASIN MEDICAL CENTER",84066,"DUCHESNE",4.36e+09,"H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,"300 or more",27,NA,"01/01/2013 12:00:00 AM","########","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
"850",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",0,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"851",460015,"LOGAN REGIONAL HOSPITAL",84341,"CACHE",4.36e+09,"H_QUIET_HSP_U_P","Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",32,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
"852",460041,"DAVIS HOSPITAL AND MEDICAL CENTER",84041,"DAVIS",8.02e+09,"H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",62,"300 or more",33,NA,"01/01/2013 12:00:00 AM","########","1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
"853",460059,"LANDMARK HOSPITAL OF SALT LAKE CITY, LLC",84107,"SALT LAKE",8.01e+09,"H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""7"" or ""8"" (medium)",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","4252 S BIRKHILL BLVD
MURRAY, UT 84107
(40.678414359000044, -111.89280785599999)","4252 S BIRKHILL BLVD
MURRAY, UT
(40.678414359000044, -111.89280785599999)"
"854",460030,"ASHLEY REGIONAL MEDICAL CENTER",84078,"UINTAH",4.36e+09,"H_COMP_2_A_P","Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,"300 or more",30,NA,"01/01/2013 12:00:00 AM","########","150 WEST 100 NORTH
VERNAL, UT 84078
(40.457921845000044, -109.52668436499994)","150 WEST 100 NORTH
VERNAL, UT
(40.457921845000044, -109.52668436499994)"
"855",460001,"UTAH VALLEY REGIONAL MEDICAL CENTER",84604,"UTAH",8.01e+09,"H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",67,"300 or more",38,NA,"01/01/2013 12:00:00 AM","########","1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
"856",460019,"UINTAH BASIN MEDICAL CENTER",84066,"DUCHESNE",4.36e+09,"H_COMP_5_A_P","Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",63,"300 or more",27,NA,"01/01/2013 12:00:00 AM","########","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
"857",460054,"CACHE VALLEY SPECIALITY HOSPITAL",84341,"CACHE",4.36e+09,"H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",91,"Between 100 and 299",60,NA,"01/01/2013 12:00:00 AM","########","2380 NORTH 400 EAST
NORTH LOGAN, UT 84341
(41.77553825700005, -111.82310081999998)","2380 NORTH 400 EAST
NORTH LOGAN, UT
(41.77553825700005, -111.82310081999998)"
"858",460006,"LDS HOSPITAL",84143,"SALT LAKE",8.01e+09,"H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",90,"300 or more",37,NA,"01/01/2013 12:00:00 AM","########","8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
"859",460010,"INTERMOUNTAIN MEDICAL CENTER",84107,"SALT LAKE",8.02e+09,"H_CLEAN_HSP_SN_P","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",8,"300 or more",35,NA,"01/01/2013 12:00:00 AM","########","5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004; -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
"860",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_HSP_RATING_7_8","Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""7"" or ""8"" (medium)",16,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"861",460039,"BEAR RIVER VALLEY HOSPITAL",84337,"BOX ELDER",4.35e+09,"H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital",65,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","905 NORTH 1000 WEST
TREMONTON, UT 84337
(41.72342380200007, -112.18143967599997)","905 NORTH 1000 WEST
TREMONTON, UT
(41.72342380200007, -112.18143967599997)"
"862",460052,"TIMPANOGOS REGIONAL HOSPITAL",84057,"UTAH",8.02e+09,"H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4,"300 or more",38,NA,"01/01/2013 12:00:00 AM","########","750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
"863",460017,"BRIGHAM CITY COMMUNITY HOSPITAL",84302,"BOX ELDER",4.36e+09,"H_COMP_1_SN_P","Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",7,"Between 100 and 299",37,NA,"01/01/2013 12:00:00 AM","########","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
"864",460019,"UINTAH BASIN MEDICAL CENTER",84066,"DUCHESNE",4.36e+09,"H_COMP_6_N_P","Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",18,"300 or more",27,NA,"01/01/2013 12:00:00 AM","########","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
"865",460043,"OREM COMMUNITY HOSPITAL",84057,"UTAH",8.02e+09,"H_COMP_3_A_P","Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",71,"300 or more",44,NA,"01/01/2013 12:00:00 AM","########","331 NORTH 400 WEST
OREM, UT 84057
(40.30326027600006, -111.70545684599995)","331 NORTH 400 WEST
OREM, UT
(40.30326027600006, -111.70545684599995)"
"866",460003,"SALT LAKE REGIONAL MEDICAL CENTER",84102,"SALT LAKE",8.01e+09,"H_COMP_4_SN_P","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",6,"300 or more",31,NA,"01/01/2013 12:00:00 AM","########","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
"867",460060,"LONE PEAK HOSPITAL",84020,"SALT LAKE",8.02e+09,"H_RECMND_DN","Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","11925 S STATE STREET
DRAPER, UT 84020
(40.53459279700007, -111.89148067299999)","11925 S STATE STREET
DRAPER, UT
(40.53459279700007, -111.89148067299999)"
"868",460058,"RIVERTON HOSPITAL",84065,"SALT LAKE",8.01e+09,"H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital",58,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
"869",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_COMP_7_D_SD","Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital","Patients who â€œDisagreeâ€ or â€œStrongly Disagreeâ€ they understood their care when they left the hospital",6,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"870",461306,"GUNNISON VALLEY HOSPITAL",84634,"SANPETE",4.36e+09,"H_COMP_4_SN_P","Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",4,"Between 100 and 299",46,3,"01/01/2013 12:00:00 AM","########","64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
"871",461302,"MOAB REGIONAL HOSPITAL",84532,"GRAND",4.36e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.57432819300004, -109.56012378099996)","450 WEST WILLIAMS WAY
MOAB, UT
(38.57432819300004, -109.56012378099996)"
"872",461302,"MOAB REGIONAL HOSPITAL",84532,"GRAND",4.36e+09,"H_CLEAN_HSP_SN_P","Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","450 WEST WILLIAMS WAY
MOAB, UT 84532
(38.57432819300004, -109.56012378099996)","450 WEST WILLIAMS WAY
MOAB, UT
(38.57432819300004, -109.56012378099996)"
"873",460023,"AMERICAN FORK HOSPITAL",84003,"UTAH",8.02e+09,"H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital",59,"300 or more",40,NA,"01/01/2013 12:00:00 AM","########","170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
"874",463301,"PRIMARY CHILDRENS HOSPITAL",84113,"SALT LAKE",8.02e+09,"H_COMP_7_SA","Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who â€œStrongly Agreeâ€ they understood their care when they left the hospital",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT 84113
(40.76630043500006, -111.83674326999994)","100 NORTH MARIO CAPECCHI DRIVE
SALT LAKE CITY, UT
(40.76630043500006, -111.83674326999994)"
"875",460007,"VALLEY VIEW MEDICAL CENTER",84721,"IRON",4.36e+09,"H_COMP_2_A_P","Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",84,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","1303 NORTH MAIN STREET
CEDAR CITY, UT 84721
(37.70026348600004, -113.06404143699996)","1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.70026348600004, -113.06404143699996)"
"876",461306,"GUNNISON VALLEY HOSPITAL",84634,"SANPETE",4.36e+09,"H_QUIET_HSP_SN_P","Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",7,"Between 100 and 299",46,3,"01/01/2013 12:00:00 AM","########","64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
"877",461307,"HEBER VALLEY MEDICAL CENTER",84032,"WASATCH",4.36e+09,"H_COMP_4_U_P","Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",23,"Fewer than 100",36,6,"01/01/2013 12:00:00 AM","########","1485 SOUTH HIGHWAY 40
HEBER CITY, UT 84032
(40.488898352000035, -111.40908450799998)","1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.488898352000035, -111.40908450799998)"
"878",460005,"OGDEN REGIONAL MEDICAL CENTER",84405,"WEBER",8.01e+09,"H_COMP_2_U_P","Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",19,"300 or more",36,NA,"01/01/2013 12:00:00 AM","########","5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
"879",461306,"GUNNISON VALLEY HOSPITAL",84634,"SANPETE",4.36e+09,"H_COMP_5_U_P","Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",15,"Between 100 and 299",46,3,"01/01/2013 12:00:00 AM","########","64 EAST 100 NORTH
GUNNISON, UT 84634
(39.15662908000007, -111.81637890399998)","64 EAST 100 NORTH
GUNNISON, UT
(39.15662908000007, -111.81637890399998)"
"880",460019,"UINTAH BASIN MEDICAL CENTER",84066,"DUCHESNE",4.36e+09,"H_COMP_1_A_P","Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",76,"300 or more",27,NA,"01/01/2013 12:00:00 AM","########","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
"881",460011,"CASTLEVIEW HOSPITAL",84501,"CARBON",4.36e+09,"H_COMP_4_A_P","Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",70,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","300 NORTH HOSPITAL DRIVE
PRICE, UT 84501
(39.60453376300006, -110.83118408299998)","300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.60453376300006, -110.83118408299998)"
"882",461303,"SANPETE VALLEY HOSPITAL - CAH",84647,"SANPETE",4.35e+09,"H_COMP_2_SN_P","Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",0,"Between 100 and 299",39,NA,"01/01/2013 12:00:00 AM","########","1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT 84647
(39.53225359600003, -111.46126347999996)","1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT
(39.53225359600003, -111.46126347999996)"
"883",461304,"CENTRAL VALLEY MEDICAL CENTER - CAH",84648,"JUAB",4.36e+09,"H_COMP_4_U_P","Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",17,"Between 100 and 299",46,NA,"01/01/2013 12:00:00 AM","########","48 WEST 1500 NORTH
NEPHI, UT 84648
(39.730628066000065, -111.83705088599999)","48 WEST 1500 NORTH
NEPHI, UT
(39.730628066000065, -111.83705088599999)"
"884",460058,"RIVERTON HOSPITAL",84065,"SALT LAKE",8.01e+09,"H_COMP_3_U_P","Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",32,"300 or more",39,NA,"01/01/2013 12:00:00 AM","########","3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
"885",461300,"DELTA COMMUNITY MEDICAL CENTER",84624,"MILLARD",4.36e+09,"H_COMP_4_A_P","Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",80,"Fewer than 100",34,6,"01/01/2013 12:00:00 AM","########","126 SOUTH WHITE SAGE AVENUE
DELTA, UT 84624
(39.34974253100006, -112.56026558899998)","126 SOUTH WHITE SAGE AVENUE
DELTA, UT
(39.34974253100006, -112.56026558899998)"
"886",460021,"DIXIE REGIONAL MEDICAL CENTER",84790,"WASHINGTON",4.35e+09,"H_COMP_1_U_P","Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,"300 or more",38,NA,"01/01/2013 12:00:00 AM","########","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
"887",460060,"LONE PEAK HOSPITAL",84020,"SALT LAKE",8.02e+09,"H_HSP_RATING_0_6","Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest)","Patients who gave a rating of ""6"" or lower (low)",NA,"Not Available",NA,5,"01/01/2013 12:00:00 AM","########","11925 S STATE STREET
DRAPER, UT 84020
(40.53459279700007, -111.89148067299999)","11925 S STATE STREET
DRAPER, UT
(40.53459279700007, -111.89148067299999)"
"888",461301,"FILLMORE COMMUNITY MEDICAL CENTER",84631,"MILLARD",4.36e+09,"H_COMP_6_Y_P","Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",97,"Fewer than 100",32,10,"01/01/2013 12:00:00 AM","########","674 SOUTH HIGHWAY 99
FILLMORE, UT 84631
(38.953819775000056, -112.33996106599994)","674 SOUTH HIGHWAY 99
FILLMORE, UT
(38.953819775000056, -112.33996106599994)"
